chr1	15109	15288	179
chr1	24268	24592	324
chr1	40240	40381	141
chr1	41151	41291	140
chr1	45042	45403	361
chr1	87618	87820	202
chr1	141158	141344	186
chr1	165603	165779	176
chr1	223881	224067	186
chr1	230069	230264	195
chr1	237580	237830	250
chr1	250458	250589	131
chr1	262498	262697	199
chr1	313074	313256	182
chr1	335336	335866	530
chr1	384329	384466	137
chr1	414034	414211	177
chr1	421420	421587	167
chr1	428982	429212	230
chr1	472522	472784	262
chr1	477454	477676	222
chr1	514785	514936	151
chr1	521222	521445	223
chr1	533372	533508	136
chr1	533794	533991	197
chr1	535268	535414	146
chr1	553208	553456	248
chr1	572306	572573	267
chr1	598766	598966	200
chr1	602758	602902	144
chr1	617880	618021	141
chr1	624924	625066	142
chr1	629185	629365	180
chr1	677531	677698	167
chr1	680640	680809	169
chr1	700784	700970	186
chr1	713070	713244	174
chr1	744758	745085	327
chr1	772035	772169	134
chr1	774951	775091	140
chr1	806106	806405	299
chr1	814312	814940	628
chr1	882148	882385	237
chr1	898246	898387	141
chr1	898871	899143	272
chr1	913880	914036	156
chr1	917908	918161	253
chr1	932767	932905	138
chr1	948920	949137	217
chr1	949715	949862	147
chr1	958613	958773	160
chr1	976946	977099	153
chr1	982228	982372	144
chr1	1017763	1017894	131
chr1	1032517	1032678	161
chr1	1065482	1065678	196
chr1	1070422	1070558	136
chr1	1072122	1072381	259
chr1	1088682	1088942	260
chr1	1090430	1090576	146
chr1	1095031	1095183	152
chr1	1137406	1137663	257
chr1	1174015	1174152	137
chr1	1209650	1209828	178
chr1	1233090	1233233	143
chr1	1263240	1263377	137
chr1	1273410	1273615	205
chr1	1274378	1274525	147
chr1	1284832	1285115	283
chr1	1288509	1288645	136
chr1	1313599	1313752	153
chr1	1340274	1340421	147
chr1	1348346	1348568	222
chr1	1351174	1351325	151
chr1	1375774	1375944	170
chr1	1388128	1388271	143
chr1	1402558	1402809	251
chr1	1419496	1419626	130
chr1	1429384	1429563	179
chr1	1434636	1434793	157
chr1	1444938	1445083	145
chr1	1455338	1455486	148
chr1	1461040	1461190	150
chr1	1464366	1464838	472
chr1	1477105	1477245	140
chr1	1480398	1480536	138
chr1	1484717	1484875	158
chr1	1485013	1485162	149
chr1	1509769	1509953	184
chr1	1517279	1517431	152
chr1	1530627	1530772	145
chr1	1576087	1576313	226
chr1	1583915	1584111	196
chr1	1584496	1584704	208
chr1	1600254	1600394	140
chr1	1604139	1604288	149
chr1	1622872	1623034	162
chr1	1630870	1631047	177
chr1	1665520	1665732	212
chr1	1665813	1665943	130
chr1	1708004	1708185	181
chr1	1736808	1736949	141
chr1	1755418	1755629	211
chr1	1762113	1762290	177
chr1	1787046	1787263	217
chr1	1795069	1795203	134
chr1	1814079	1814237	158
chr1	1815026	1815230	204
chr1	1823073	1823224	151
chr1	1824324	1824471	147
chr1	1834815	1834966	151
chr1	1836097	1836266	169
chr1	1864131	1864359	228
chr1	1891836	1891983	147
chr1	1908585	1908789	204
chr1	1912000	1912190	190
chr1	1952254	1952406	152
chr1	1997492	1997715	223
chr1	2043430	2043568	138
chr1	2054755	2054900	145
chr1	2089171	2089338	167
chr1	2126637	2126786	149
chr1	2136929	2137089	160
chr1	2151919	2152052	133
chr1	2204960	2205160	200
chr1	2210121	2210261	140
chr1	2213480	2213620	140
chr1	2230392	2230693	301
chr1	2254631	2254815	184
chr1	2268606	2268761	155
chr1	2290903	2291086	183
chr1	2301977	2302107	130
chr1	2317568	2317765	197
chr1	2318827	2318979	152
chr1	2342382	2342542	160
chr1	2362032	2362365	333
chr1	2363226	2363560	334
chr1	2367644	2367801	157
chr1	2367831	2367971	140
chr1	2408934	2409299	365
chr1	2418601	2418758	157
chr1	2421390	2421640	250
chr1	2481757	2481890	133
chr1	2492638	2492823	185
chr1	2504969	2505160	191
chr1	2505803	2506058	255
chr1	2528936	2529153	217
chr1	2529255	2529422	167
chr1	2540271	2540452	181
chr1	2546104	2546258	154
chr1	2548870	2549021	151
chr1	2578033	2578176	143
chr1	2631334	2631549	215
chr1	2637012	2637480	468
chr1	2660407	2660551	144
chr1	2676971	2677154	183
chr1	2691812	2691951	139
chr1	2722271	2722508	237
chr1	2754612	2754750	138
chr1	2763368	2763511	143
chr1	2820497	2820682	185
chr1	2877864	2878009	145
chr1	2903835	2903981	146
chr1	2944079	2944305	226
chr1	2954591	2954751	160
chr1	2958275	2958434	159
chr1	2965121	2965344	223
chr1	2976363	2976511	148
chr1	3023852	3024039	187
chr1	3036337	3036550	213
chr1	3040780	3040938	158
chr1	3045279	3045506	227
chr1	3045912	3046054	142
chr1	3097436	3097636	200
chr1	3215234	3215364	130
chr1	3249742	3249903	161
chr1	3270588	3270782	194
chr1	3273361	3273520	159
chr1	3273646	3273776	130
chr1	3284743	3285083	340
chr1	3295025	3295161	136
chr1	3346876	3347050	174
chr1	3354865	3355004	139
chr1	3398675	3398809	134
chr1	3418209	3418438	229
chr1	3424896	3425135	239
chr1	3436677	3436836	159
chr1	3436919	3437175	256
chr1	3439472	3439662	190
chr1	3441649	3441861	212
chr1	3457028	3457244	216
chr1	3526811	3526977	166
chr1	3532441	3532625	184
chr1	3616253	3616438	185
chr1	3671875	3672007	132
chr1	3678582	3678747	165
chr1	3680644	3680818	174
chr1	3681695	3681828	133
chr1	3712881	3713169	288
chr1	3714069	3714207	138
chr1	3717706	3717863	157
chr1	3737396	3737528	132
chr1	3739432	3739610	178
chr1	3778684	3778992	308
chr1	3801156	3801351	195
chr1	3839832	3840010	178
chr1	3845085	3845441	356
chr1	3845549	3845682	133
chr1	3866358	3866577	219
chr1	3890081	3890230	149
chr1	3921331	3921466	135
chr1	3928456	3928593	137
chr1	3933399	3933601	202
chr1	3940972	3941124	152
chr1	3951678	3951839	161
chr1	3957916	3958203	287
chr1	3969580	3969712	132
chr1	4020670	4020819	149
chr1	4046341	4046547	206
chr1	4104957	4105089	132
chr1	4112420	4112654	234
chr1	4128407	4128654	247
chr1	4132986	4133190	204
chr1	4136113	4136251	138
chr1	4144250	4144514	264
chr1	4144919	4145052	133
chr1	4154155	4154315	160
